support,itemsets,itemset_size
0.01507125525443423,frozenset({'23732096'}),1
0.045179590581319845,frozenset({'472331'}),1
0.09107685998427942,frozenset({'15704307'}),1
0.05488534226444756,frozenset({'17131869'}),1
0.044154335121834525,frozenset({'18659623'}),1
0.04302655411640067,frozenset({'19358975'}),1
0.039028057824407915,frozenset({'22554204'}),1
0.03899388264242507,frozenset({'23093367'}),1
0.027989474043949285,frozenset({'19536001'}),1
0.027271795222309558,frozenset({'9516'}),1
0.021837941287037352,frozenset({'29800'}),1
0.051501999248145997,frozenset({'19351043'}),1
0.05027169269676361,frozenset({'17571564'}),1
0.033149926523358735,frozenset({'25855506'}),1
0.03178291924404497,frozenset({'28204534'}),1
0.02600731348894433,frozenset({'138398'}),1
0.021188612829363317,frozenset({'96358'}),1
0.021940466832985887,frozenset({'23017947'}),1
0.015344656710296983,frozenset({'18594409'}),1
0.04692252486244489,frozenset({'20898019'}),1
0.032466422883701856,frozenset({'25451555'}),1
0.03236389733775332,frozenset({'23093359'}),1
0.026554116400669833,frozenset({'991197'}),1
0.026485766036704144,frozenset({'28862528'}),1
0.024777006937561942,frozenset({'29396738'}),1
0.021188612829363317,frozenset({'29237211'}),1
0.019889955914015243,frozenset({'156534'}),1
0.018215371996855884,frozenset({'25074849'}),1
0.021086087283414785,frozenset({'920607'}),1
0.02204299237893442,frozenset({'20701984'}),1
0.026759167492566897,frozenset({'20575446'}),1
0.018386247906770105,frozenset({'22504701'}),1
0.034482758620689655,frozenset({'20299683'}),1
0.028809678411537542,frozenset({'3217221'}),1
0.023785926660059464,frozenset({'17346698'}),1
0.015105430436417074,frozenset({'6120349'}),1
0.02036840846177506,frozenset({'5805'}),1
0.018659649362632855,frozenset({'13615'}),1
0.022179693106865794,frozenset({'1238684'}),1
0.028331225863777725,frozenset({'9615347'}),1
0.025973138306961484,frozenset({'118944'}),1
0.01910392672840983,frozenset({'13436373'}),1
0.015344656710296983,frozenset({'6407014'}),1
0.029356481323263045,frozenset({'18465566'}),1
0.015139605618399919,frozenset({'15786110'}),1
0.03308157615939305,frozenset({'25179'}),1
0.016711663989610746,frozenset({'15197'}),1
0.018317897542804416,frozenset({'6839093'}),1
0.02019753255186084,frozenset({'23754'}),1
0.0166774888076279,frozenset({'16002136'}),1
0.022521444926694233,frozenset({'15196'}),1
0.0166774888076279,frozenset({'24666002'}),1
0.01650661289771368,frozenset({'29772863'}),1
0.017155941355387717,frozenset({'23012877'}),1
0.016130685895902396,frozenset({'25785993'}),1
0.016814189535559278,frozenset({'24886016'}),1
0.023307474112299647,frozenset({'21326'}),1
0.020915211373500563,frozenset({'15195'}),1
0.018386247906770105,frozenset({'18630542'}),1
0.015788934076073954,frozenset({'22040598'}),1
0.021256963193329006,frozenset({'6393631'}),1
0.016472437715730835,frozenset({'11566956'}),1
0.01961655445815249,frozenset({'10138607'}),1
0.021632890195140288,frozenset({'38990'}),1
0.0422747001127781,"frozenset({'17131869', '15704307'})",2
0.030791838966542497,"frozenset({'19358975', '15704307'})",2
0.030620963056628276,"frozenset({'17131869', '19358975'})",2
0.025665561669115888,"frozenset({'17131869', '19358975', '15704307'})",3
0.025563036123167356,"frozenset({'23093367', '15704307'})",2
0.024298554389802125,"frozenset({'23093367', '19358975'})",2
0.024298554389802125,"frozenset({'17131869', '23093367'})",2
0.01927480263832405,"frozenset({'23093367', '19358975', '15704307'})",3
0.020402583643757903,"frozenset({'17131869', '15704307', '23093367'})",3
0.020026656641946618,"frozenset({'17131869', '19358975', '23093367'})",3
0.017395167629267627,"frozenset({'17131869', '19358975', '15704307', '23093367'})",4
0.015788934076073954,"frozenset({'23017947', '20898019'})",2
0.015959809985988175,"frozenset({'15704307', '20898019'})",2
0.02019753255186084,"frozenset({'23093367', '25451555'})",2
0.01978743036806671,"frozenset({'25451555', '15704307'})",2
0.018215371996855884,"frozenset({'17131869', '25451555'})",2
0.01777109463107891,"frozenset({'25451555', '19358975'})",2
0.015310481528314138,"frozenset({'23093367', '25451555', '15704307'})",3
0.01541300707426267,"frozenset({'17131869', '25451555', '15704307'})",3
0.015173780800382761,"frozenset({'17131869', '25451555', '23093367'})",3
0.015207955982365606,"frozenset({'25451555', '23093367', '19358975'})",3
0.015139605618399919,"frozenset({'25451555', '17131869', '19358975'})",3
0.015925634804005332,"frozenset({'28862528', '25451555'})",2
0.015344656710296983,"frozenset({'28862528', '15704307'})",2
