support,itemsets,itemset_size
0.007381839308294317,frozenset({'6690979'}),1
0.01507125525443423,frozenset({'23732096'}),1
0.0051604524794094525,frozenset({'29775583'}),1
0.045179590581319845,frozenset({'472331'}),1
0.09107685998427942,frozenset({'15704307'}),1
0.05488534226444756,frozenset({'17131869'}),1
0.044154335121834525,frozenset({'18659623'}),1
0.04302655411640067,frozenset({'19358975'}),1
0.039028057824407915,frozenset({'22554204'}),1
0.03899388264242507,frozenset({'23093367'}),1
0.027989474043949285,frozenset({'19536001'}),1
0.027271795222309558,frozenset({'9516'}),1
0.013909299067017532,frozenset({'21823465'}),1
0.012268890331841018,frozenset({'59980'}),1
0.011038583780458631,frozenset({'23395763'}),1
0.009705751683127713,frozenset({'23228585'}),1
0.00833874440381395,frozenset({'17287069'}),1
0.008133693311916886,frozenset({'8493612'}),1
0.007791941492088446,frozenset({'17214302'}),1
0.006937561942517344,frozenset({'263145'}),1
0.006629985304671748,frozenset({'6657541'}),1
0.021837941287037352,frozenset({'29800'}),1
0.009876627593041932,frozenset({'29801'}),1
0.051501999248145997,frozenset({'19351043'}),1
0.05027169269676361,frozenset({'17571564'}),1
0.014456101978743037,frozenset({'25243735'}),1
0.01052595605071597,frozenset({'15799936'}),1
0.033149926523358735,frozenset({'25855506'}),1
0.03178291924404497,frozenset({'28204534'}),1
0.007962817402002666,frozenset({'8044557'}),1
0.006561634940706059,frozenset({'23995491'}),1
0.005536379481220738,frozenset({'25241697'}),1
0.02600731348894433,frozenset({'138398'}),1
0.00926147431735074,frozenset({'138397'}),1
0.008646321041659548,frozenset({'30065'}),1
0.00782611667407129,frozenset({'15720319'}),1
0.007723591128122757,frozenset({'1894269'}),1
0.005741430573117802,frozenset({'4714126'}),1
0.0051604524794094525,frozenset({'6488483'}),1
0.021188612829363317,frozenset({'96358'}),1
0.0071767882163972525,frozenset({'13619'}),1
0.021940466832985887,frozenset({'23017947'}),1
0.015344656710296983,frozenset({'18594409'}),1
0.014353576432794505,frozenset({'23546843'}),1
0.013567547247189091,frozenset({'22487952'}),1
0.011072758962441476,frozenset({'25066780'}),1
0.008133693311916886,frozenset({'27163013'}),1
0.006766686032603123,frozenset({'17333322'}),1
0.04692252486244489,frozenset({'20898019'}),1
0.032466422883701856,frozenset({'25451555'}),1
0.03236389733775332,frozenset({'23093359'}),1
0.026554116400669833,frozenset({'991197'}),1
0.026485766036704144,frozenset({'28862528'}),1
0.024777006937561942,frozenset({'29396738'}),1
0.021188612829363317,frozenset({'29237211'}),1
0.019889955914015243,frozenset({'156534'}),1
0.018215371996855884,frozenset({'25074849'}),1
0.012473941423738082,frozenset({'13154150'}),1
0.01035508014080175,frozenset({'25546167'}),1
0.007689415946139914,frozenset({'8596384'}),1
0.007450189672260005,frozenset({'23200006'}),1
0.006971737124500188,frozenset({'21998105'}),1
0.006561634940706059,frozenset({'13227276'}),1
0.005878131301049178,frozenset({'20881139'}),1
0.005741430573117802,frozenset({'21433253'}),1
0.021086087283414785,frozenset({'920607'}),1
0.008475445131745326,frozenset({'1967070'}),1
0.007655240764157069,frozenset({'80834'}),1
0.012952393971497899,frozenset({'9517'}),1
0.02204299237893442,frozenset({'20701984'}),1
0.01161956187416698,frozenset({'17210471'}),1
0.007757766310105601,frozenset({'25667474'}),1
0.006459109394757527,frozenset({'18465601'}),1
0.026759167492566897,frozenset({'20575446'}),1
0.018386247906770105,frozenset({'22504701'}),1
0.010047503502956153,frozenset({'20256612'}),1
0.009739926865110557,frozenset({'25088104'}),1
0.007723591128122757,frozenset({'2418888'}),1
0.005775605755100646,frozenset({'16002028'}),1
0.0053655035713065175,frozenset({'25332000'}),1
0.034482758620689655,frozenset({'20299683'}),1
0.028809678411537542,frozenset({'3217221'}),1
0.023785926660059464,frozenset({'17346698'}),1
0.015105430436417074,frozenset({'6120349'}),1
0.005399678753289361,frozenset({'13531561'}),1
0.006937561942517344,frozenset({'23848561'}),1
0.006800861214585968,frozenset({'23164970'}),1
0.006390759030791839,frozenset({'6435893'}),1
0.005536379481220738,frozenset({'13602241'}),1
0.009671576501144868,frozenset({'13513205'}),1
0.02036840846177506,frozenset({'5805'}),1
0.018659649362632855,frozenset({'13615'}),1
0.005946481665014866,frozenset({'17824752'}),1
0.022179693106865794,frozenset({'1238684'}),1
0.011380335600287072,frozenset({'9674335'}),1
0.009158948771402208,frozenset({'15719'}),1
0.0068692115785516554,frozenset({'6238080'}),1
0.005946481665014866,frozenset({'13436384'}),1
